2.914200000000000000e+04,1.378392840366000019e+04,2.885000000000000000e+04,2.987077999999999884e+04,1.546000000000000000e+04,3.186220999999999913e+04,-2.137842519230240157e+00
2.913595000000000073e+04,1.378033705378999912e+04,2.885000000000000000e+04,2.987077999999999884e+04,1.546000000000000000e+04,3.186220999999999913e+04,-2.132918879954750047e+00
2.913595999999999913e+04,1.378033705378999912e+04,2.885000000000000000e+04,2.987077999999999884e+04,1.546000000000000000e+04,3.186220999999999913e+04,-2.132885290152069846e+00
2.913633000000000175e+04,1.377991703566999968e+04,2.885000000000000000e+04,2.987077999999999884e+04,1.546000000000000000e+04,3.186220999999999913e+04,-2.116090694784459991e+00
2.913631999999999971e+04,1.377991703566999968e+04,2.885000000000000000e+04,2.987077999999999884e+04,1.546000000000000000e+04,3.186220999999999913e+04,-2.116124289924719903e+00
2.913679000000000087e+04,1.378096396502000061e+04,2.885000000000000000e+04,2.987077999999999884e+04,1.546000000000000000e+04,3.186220999999999913e+04,-2.117998095894619848e+00
2.913679999999999927e+04,1.378096396502000061e+04,2.885000000000000000e+04,2.987077999999999884e+04,1.546000000000000000e+04,3.186220999999999913e+04,-2.117964501939380018e+00
2.913679999999999927e+04,1.378089759292999952e+04,2.885000000000000000e+04,2.987077999999999884e+04,1.546000000000000000e+04,3.186220999999999913e+04,-2.112275507944930020e+00
2.913375999999999840e+04,1.378089759292999952e+04,2.885000000000000000e+04,2.987077999999999884e+04,1.546000000000000000e+04,3.186220999999999913e+04,-2.122488663900830019e+00
2.913400000000000000e+04,1.378093945886000074e+04,2.885000000000000000e+04,2.987077999999999884e+04,1.546000000000000000e+04,3.186220999999999913e+04,-2.121682362114840181e+00
2.913531000000000131e+04,1.378093945886000074e+04,2.885000000000000000e+04,2.987077999999999884e+04,1.546000000000000000e+04,3.186220999999999913e+04,-2.117281298199630069e+00
2.914529999999999927e+04,1.378223128170000018e+04,2.885000000000000000e+04,2.987077999999999884e+04,1.546000000000000000e+04,3.186220999999999913e+04,-2.091876480826230011e+00
2.913979999999999927e+04,1.378223128170000018e+04,2.885000000000000000e+04,2.987077999999999884e+04,1.546000000000000000e+04,3.186220999999999913e+04,-2.110352690690440181e+00
2.913600000000000000e+04,1.378239590952999970e+04,2.885000000000000000e+04,2.987077999999999884e+04,1.546000000000000000e+04,3.186220999999999913e+04,-2.121309644826939955e+00
2.913497000000000116e+04,1.378239590952999970e+04,2.885000000000000000e+04,2.987077999999999884e+04,1.546000000000000000e+04,3.186220999999999913e+04,-2.124769798968400014e+00
2.913270000000000073e+04,1.378248041541000021e+04,2.885000000000000000e+04,2.987077999999999884e+04,1.546000000000000000e+04,3.186220999999999913e+04,-2.134302426360620064e+00
2.913343999999999869e+04,1.378303401248999944e+04,2.885000000000000000e+04,2.987077999999999884e+04,1.546000000000000000e+04,3.186220999999999913e+04,-2.130106908469370008e+00
2.913343999999999869e+04,1.378303401248999944e+04,2.885000000000000000e+04,2.987077999999999884e+04,1.546000000000000000e+04,3.186220999999999913e+04,-2.130106908469370008e+00
2.913327000000000044e+04,1.378313565750000089e+04,2.885000000000000000e+04,2.987077999999999884e+04,1.546000000000000000e+04,3.186220999999999913e+04,-2.127159940133939831e+00
2.913284999999999854e+04,1.378313565750000089e+04,2.885000000000000000e+04,2.987077999999999884e+04,1.546000000000000000e+04,3.186220999999999913e+04,-2.128570924648390150e+00
2.913283000000000175e+04,1.378317072318999999e+04,2.885000000000000000e+04,2.987077999999999884e+04,1.546000000000000000e+04,3.186220999999999913e+04,-2.128835392526700065e+00
2.912954999999999927e+04,1.378317072318999999e+04,2.885000000000000000e+04,2.987077999999999884e+04,1.546000000000000000e+04,3.186220999999999913e+04,-2.139854487476029909e+00
2.912968999999999869e+04,1.378437657711999964e+04,2.885000000000000000e+04,2.987077999999999884e+04,1.546000000000000000e+04,3.186220999999999913e+04,-2.141718306244249970e+00
2.913979999999999927e+04,1.378437657711999964e+04,2.885000000000000000e+04,2.987077999999999884e+04,1.546000000000000000e+04,3.186220999999999913e+04,-2.107754771859779996e+00
2.913031000000000131e+04,1.378479435655000088e+04,2.885000000000000000e+04,2.987077999999999884e+04,1.546000000000000000e+04,3.186220999999999913e+04,-2.141805194054799966e+00
2.913002000000000044e+04,1.378479435655000088e+04,2.885000000000000000e+04,2.987077999999999884e+04,1.546000000000000000e+04,3.186220999999999913e+04,-2.142779398465730178e+00
2.912991999999999825e+04,1.378547420353000052e+04,2.885000000000000000e+04,2.987077999999999884e+04,1.546000000000000000e+04,3.186220999999999913e+04,-2.139038870359569966e+00
